OPE ID,School,State,Zip Code,School Type,Recipients Q1,Loans Originated Q1,Loan Amount Q1 (USD),Disbursements Q1,Disbursement Amount Q1 (USD),Recipients Q2,Loans Originated Q2,Loan Amount Q2 (USD),Disbursements Q2,Disbursement Amount Q2 (USD),Recipients Q3,Loans Originated Q3,Loan Amount Q3 (USD),Disbursements Q3,Disbursement Amount Q3 (USD),Recipients Q4,Loans Originated Q4,Loan Amount Q4 (USD),Disbursements Q4,Disbursement Amount Q4 (USD)
3441400,NEWBRIDGE COLLEGE - SAN DIEGO EAST,CA,920203057,PROPRIETARY,73,73," $2,49,347.00 ",156," $2,73,799.00 ",68,68," $3,03,534.00 ",143," $3,10,033.00 ",7,7," $43,553.00 ",8," $23,846.00 ", -   , -   , $-   ,0, $-   
3479300,PCI COLLEGE,CA,907032522,PROPRIETARY,22,22," $76,540.00 ",53," $95,743.00 ",19,20," $60,333.00 ",45," $70,934.00 ", -   , -   , $-   ,3," $10,644.00 ", -   , -   , $-   ,0, $-   
3516300,KING'S UNIVERSITY (THE),CA,914052233,PRIVATE,79,79," $2,90,177.00 ",178," $3,31,218.00 ",78,78," $3,71,320.00 ",169," $4,43,597.00 ", -   , -   , $-   ,2," $7,533.00 ", -   , -   , $-   ,0, $-   
3532400,ADVANCED TRAINING ASSOCIATES,CA,920200918,PROPRIETARY,8,8," $28,000.00 ",13," $22,750.00 ",8,8," $18,591.00 ",13," $16,069.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3542400,COPPER MOUNTAIN COLLEGE,CA,922526102,PUBLIC,39,39," $1,36,189.00 ",204," $3,99,862.00 ",35,35," $1,54,408.00 ",174," $4,50,145.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3598300,PAUL MITCHELL THE SCHOOL,CA,931033137,PROPRIETARY,29,29," $96,515.00 ",51," $86,346.00 ",29,29," $1,02,509.00 ",51," $91,130.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3639300,WEST COAST ULTRASOUND INSTITUTE,CA,902113312,PROPRIETARY,266,267," $9,19,210.00 ",617," $7,92,600.00 ",267,269," $13,68,805.00 ",637," $12,00,131.00 ",30,32," $3,95,990.00 ",81," $3,38,950.00 ", -   , -   , $-   ,0, $-   
3646300,DESIGN'S SCHOOL OF COSMETOLOGY,CA,934461471,PROPRIETARY,19,19," $53,486.00 ",32," $52,304.00 ",14,14," $49,646.00 ",24," $59,453.00 ", -   , -   , $-   ,2," $5,950.00 ", -   , -   , $-   ,0, $-   
3681300,CALIFORNIA HEALING ARTS COLLEGE,CA,900252589,PROPRIETARY,26,26," $89,357.00 ",46," $79,809.00 ",30,30," $1,61,131.00 ",49," $1,28,243.00 ",4,4," $26,160.00 ",6," $18,410.00 ", -   , -   , $-   ,0, $-   
3695700,SANTIAGO CANYON COLLEGE,CA,928694512,PUBLIC,45,45," $1,10,554.00 ",153," $2,62,700.00 ",22,22," $74,771.00 ",78," $1,69,969.00 ", -   , -   , $-   ,1," $4,500.00 ", -   , -   , $-   ,0, $-   
3696300,UNIVERSITY OF THE WEST,CA,917703709,PRIVATE,4,4," $14,750.00 ",22," $66,298.00 ",3,3," $11,312.00 ",18," $53,562.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3698300,WEST COAST UNIVERSITY,CA,916063206,PROPRIETARY,597,623," $20,70,223.00 ","1,085"," $19,25,308.00 ",501,504," $22,57,759.00 ",918," $20,97,146.00 ",110,112," $29,03,938.00 ",198," $24,74,550.00 ", -   , -   , $-   ,0, $-   
3752400,SCHOOL OF URBAN MISSIONS,CA,946033603,PRIVATE,19,19," $33,226.00 ",135," $1,75,313.00 ",26,28," $81,178.00 ",164," $2,35,419.00 ",2,2," $8,000.00 ",16," $23,164.00 ", -   , -   , $-   ,0, $-   
3759300,COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE,CA,953560000,PROPRIETARY,17,17," $46,100.00 ",35," $45,300.00 ",2,2," $2,160.00 ",6," $6,002.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3797400,CAREER CARE INSTITUTE,CA,935344765,PROPRIETARY,163,163," $5,11,845.00 ",210," $3,19,152.00 ",146,146," $7,38,382.00 ",195," $4,50,516.00 ",13,13," $1,05,348.00 ",15," $56,420.00 ", -   , -   , $-   ,0, $-   
3814400,SOKA UNIVERSITY OF AMERICA,CA,926568081,PRIVATE,4,4," $13,250.00 ",118," $2,52,187.00 ",5,6," $15,309.00 ",105," $1,46,028.00 ",4,4," $69,538.00 ",53," $4,35,153.00 ", -   , -   , $-   ,0, $-   
3852500,CIT COLLEGE OF INFOMEDICAL TECHNOLOGY,CA,928015454,PROPRIETARY,160,160," $5,62,486.00 ",276," $4,99,890.00 ",75,75," $2,39,486.00 ",130," $1,92,241.00 ",10,10," $29,746.00 ",16," $21,931.00 ", -   , -   , $-   ,0, $-   
3868300,WORLD MISSION UNIVERSITY,CA,900201789,PRIVATE,5,5," $15,900.00 ",15," $32,300.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3871300,FOLSOM LAKE COLLEGE,CA,956306798,PUBLIC,40,41," $1,45,122.00 ",212," $4,07,842.00 ",34,34," $83,168.00 ",173," $3,41,173.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3874400,COMMUNITY CHRISTIAN COLLEGE,CA,923734465,PRIVATE,13,13," $23,051.00 ",27," $24,476.00 ",8,8," $17,971.00 ",14," $16,971.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3933300,MUELLER COLLEGE,CA,921083001,PROPRIETARY,16,16," $36,947.00 ",49," $53,805.00 ",15,15," $57,033.00 ",48," $87,410.00 ",1,1," $3,800.00 ",1," $1,266.00 ", -   , -   , $-   ,0, $-   
3962300,AMERICAN INSTITUTE OF MASSAGE THERAPY,CA,927055463,PROPRIETARY,4,4," $14,000.00 ",9," $15,750.00 ",6,6," $28,000.00 ",12," $25,700.00 ",2,3," $9,500.00 ",4," $9,500.00 ", -   , -   , $-   ,0, $-   
3964400,INTERNATIONAL SCHOOL OF BEAUTY,CA,922602740,PROPRIETARY,12,12," $37,625.00 ",39," $55,632.00 ",8,8," $25,417.00 ",16," $25,624.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3971300,AMERICAN CAREER COLLEGE,CA,917644906,PROPRIETARY,374,376," $12,69,922.00 ",765," $12,06,061.00 ",336,336," $17,40,492.00 ",685," $16,29,855.00 ",45,45," $3,47,299.00 ",65," $2,39,507.00 ", -   , -   , $-   ,0, $-   
3973300,EX'PRESSION COLLEGE FOR DIGITAL ARTS,CA,946081021,PROPRIETARY,156,156," $7,52,883.00 ",325," $7,59,983.00 ",178,181," $9,25,775.00 ",379," $9,43,816.00 ",38,38," $6,01,998.00 ",98," $7,56,258.00 ", -   , -   , $-   ,0, $-   
3980300,CALIFORNIA STATE UNIVERSITY CHANNEL ISLANDS,CA,930128599,PUBLIC,149,153," $5,48,693.00 ","1,151"," $28,65,808.00 ",124,130," $4,97,608.00 ","1,023"," $26,43,965.00 ",15,16," $1,09,936.00 ",228," $12,88,982.00 ", -   , -   , $-   ,1," $8,465.00 "
3995300,UNIVERSITY OF EAST-WEST MEDICINE,CA,940853922,PROPRIETARY,11,11," $70,500.00 ",23," $76,771.00 ",1,1," $12,000.00 ",3," $18,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
3999300,BEAUMONT ADULT SCHOOL,CA,922235121,PUBLIC,35,35," $1,29,298.00 ",55," $1,06,914.00 ",31,31," $1,77,319.00 ",49," $1,37,209.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
4003300,BLAKE AUSTIN COLLEGE,CA,956873100,PROPRIETARY,39,39," $1,36,447.00 ",62," $1,14,413.00 ",39,39," $1,83,969.00 ",64," $1,63,426.00 ",7,7," $53,540.00 ",9," $40,864.00 ", -   , -   , $-   ,0, $-   
4005300,UNITED STATES UNIVERSITY,CA,919504437,PROPRIETARY,56,56," $2,64,501.00 ",103," $2,53,228.00 ",55,55," $3,75,330.00 ",107," $3,73,440.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
4037300,LOS ANGELES FILM SCHOOL (THE),CA,900287300,PROPRIETARY,236,236," $8,26,350.00 ",337," $6,04,524.00 ",230,230," $10,61,713.00 ",335," $7,70,306.00 ",94,98," $20,62,378.00 ",145," $16,38,305.00 ", -   , -   , $-   ,0, $-   
4076400,GNOMON SCHOOL OF VISUAL EFFECTS,CA,900382616,PROPRIETARY,15,15," $52,125.00 ",31," $40,210.00 ",18,18," $82,125.00 ",33," $57,050.00 ",3,3," $89,528.00 ",5," $45,260.00 ", -   , -   , $-   ,0, $-   
4092400,MAKE-UP DESIGNORY,CA,915021322,PROPRIETARY,7,7," $14,387.00 ",27," $34,249.00 ",7,7," $9,143.00 ",27," $26,767.00 ",7,7," $99,739.00 ",19," $1,58,379.00 ", -   , -   , $-   ,0, $-   
4111300,WEST HILLS COLLEGE LEMOORE,CA,932459248,PUBLIC,41,42," $1,30,700.00 ",167," $2,99,200.00 ",19,21," $57,150.00 ",97," $1,43,426.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
4114500,VALLEY COLLEGE OF MEDICAL CAREERS,CA,913042354,PROPRIETARY,84,86," $3,36,032.00 ",105," $2,10,306.00 ",85,113," $3,40,075.00 ",131," $2,24,538.00 ",2,2," $9,000.00 ",2," $4,500.00 ", -   , -   , $-   ,0, $-   
4115600,MAYFIELD COLLEGE,CA,922347014,PROPRIETARY,101,101," $3,46,445.00 ",125," $2,16,558.00 ",97,97," $4,79,570.00 ",124," $2,67,560.00 ", -   , -   , $-   ,1, $650.00 , -   , -   , $-   ,0, $-   
4116000,VIDEO SYMPHONY ENTERTRAINING,CA,915023253,PROPRIETARY,33,33," $1,11,232.00 ",68," $1,07,440.00 ",33,33," $1,52,948.00 ",69," $1,63,129.00 ",10,10," $2,13,415.00 ",13," $1,39,417.00 ", -   , -   , $-   ,0, $-   
4119200,CAREER COLLEGE CONSULTANTS,CA,900412088,PROPRIETARY,1,1," $3,500.00 ",17," $31,675.00 ",3,4," $7,100.00 ",21," $45,005.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
4127900,TRIDENT UNIVERSITY INTERNATIONAL,CA,906305023,PROPRIETARY,178,180," $10,36,498.00 ",369," $11,37,180.00 ",188,190," $13,35,405.00 ",384," $14,96,801.00 ", -   , -   , $-   ,0, $-   ,5,5," $63,848.00 ",5," $39,098.00 "
4132300,INSTITUTE OF MEDICAL EDUCATION,CA,951132207,PROPRIETARY,63,63," $2,12,426.00 ",150," $2,52,569.00 ",60,60," $2,79,601.00 ",150," $3,58,210.00 ",1,1," $14,000.00 ",4," $19,417.00 ", -   , -   , $-   ,0, $-   
4133000,BIOHEALTH COLLEGE,CA,951342033,PROPRIETARY,53,53," $1,75,738.00 ",89," $1,39,432.00 ",28,28," $96,390.00 ",38," $65,550.00 ",1,1," $5,778.00 ",3," $6,388.00 ", -   , -   , $-   ,0, $-   
4134500,CAREER COLLEGE OF SAN DIEGO,CA,921023348,PROPRIETARY,38,38," $1,33,225.00 ",69," $1,26,000.00 ",36,36," $99,632.00 ",64," $76,752.00 ",1,1," $1,991.00 ",1, $995.00 , -   , -   , $-   ,0, $-   
4150000,CENTRAL NURSING COLLEGE,CA,900102444,PROPRIETARY,32,32," $1,12,962.00 ",41," $72,231.00 ",33,33," $1,77,429.00 ",42," $1,15,715.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
4158200,PAUL MITCHELL THE SCHOOL SHERMAN OAKS,CA,914035882,PROPRIETARY,28,28," $90,828.00 ",33," $55,658.00 ",30,30," $1,33,357.00 ",36," $75,086.00 ",1,1," $19,000.00 ",1," $9,500.00 ", -   , -   , $-   ,0, $-   
134500,ADAMS STATE COLLEGE,CO,811022373,PUBLIC,309,335," $10,64,328.00 ","1,874"," $37,40,653.00 ",275,324," $8,91,114.00 ","1,812"," $34,07,386.00 ",21,23," $78,040.00 ",113," $2,88,754.00 ", -   , -   , $-   ,0, $-   
134700,COLORADO COLLEGE,CO,809033294,PRIVATE,4,4," $12,843.00 ",64," $1,41,904.00 ",10,10," $40,425.00 ",99," $2,60,156.00 ",4,4," $61,000.00 ",12," $1,20,833.00 ", -   , -   , $-   ,0, $-   
134800,COLORADO SCHOOL OF MINES,CO,804011887,PUBLIC,65,69," $2,26,054.00 ","1,377"," $33,06,153.00 ",83,93," $3,10,708.00 ","1,500"," $34,42,895.00 ",19,20," $83,685.00 ",362," $19,31,863.00 ",4,4," $25,154.00 ",14," $82,290.00 "
134900,UNIVERSITY OF NORTHERN COLORADO,CO,806390001,PUBLIC,562,592," $19,15,537.00 ","4,165"," $95,15,666.00 ",622,678," $23,79,388.00 ","5,054"," $1,23,10,386.00 ",112,114," $7,28,686.00 ","1,215"," $58,70,139.00 ", -   , -   , $-   ,8," $17,278.00 "
135000,COLORADO STATE UNIVERSITY,CO,805230100,PUBLIC,48,48," $2,26,832.00 ",201," $6,63,339.00 ",40,41," $2,63,661.00 ",160," $6,77,176.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
135200,DENVER SEMINARY,CO,801202192,PRIVATE,85,87," $5,58,685.00 ",394," $17,88,323.00 ",88,100," $3,27,229.00 ",372," $11,23,181.00 ", -   , -   , $-   ,0, $-   ,7,9," $25,556.00 ",18," $60,973.00 "
135300,FORT LEWIS COLLEGE,CO,813013999,PUBLIC,250,262," $7,13,126.00 ","1,226"," $25,92,139.00 ",216,228," $6,48,971.00 ","1,151"," $24,86,817.00 ",25,25," $1,05,897.00 ",208," $9,54,948.00 ", -   , -   , $-   ,0, $-   
135400,ILIFF SCHOOL OF THEOLOGY,CO,802104798,PRIVATE,2,2," $17,000.00 ",79," $2,19,406.00 ",2,2," $24,000.00 ",76," $3,03,306.00 ", -   , -   , $-   ,0, $-   ,2,2," $9,465.00 ",3," $9,466.00 "
136300,REGIS UNIVERSITY,CO,802211099,PRIVATE,"1,004","1,022"," $43,14,257.00 ","2,941"," $92,08,400.00 ","1,098","1,153"," $55,78,486.00 ","3,380"," $1,29,35,342.00 ",31,31," $3,20,566.00 ",237," $18,46,662.00 ",25,26," $1,64,063.00 ",86," $6,34,994.00 "
136500,COLORADO STATE UNIVERSITY-PUEBLO,CO,810014901,PUBLIC,160,167," $4,22,860.00 ",461," $8,17,722.00 ",186,193," $8,86,487.00 ",555," $17,15,234.00 ",1,1," $5,000.00 ",1," $5,000.00 ", -   , -   , $-   ,0, $-   
137100,UNIVERSITY OF DENVER,CO,802082000,PRIVATE,433,453," $25,27,114.00 ","5,385"," $1,44,87,561.00 ",457,490," $30,71,194.00 ","5,650"," $1,85,39,692.00 ",33,37," $4,14,281.00 ",384," $23,68,260.00 ",248,278," $18,96,769.00 ","1,902"," $1,39,24,092.00 "
137200,WESTERN STATE COLLEGE OF COLORADO,CO,812310000,PUBLIC,76,82," $2,53,131.00 ",670," $13,91,843.00 ",97,102," $3,26,013.00 ",840," $19,37,693.00 ",20,20," $94,001.00 ",166," $7,39,215.00 ", -   , -   , $-   ,0, $-   
450300,EVEREST COLLEGE,CO,809163548,PROPRIETARY,405,406," $13,65,110.00 ",778," $11,82,291.00 ",388,664," $19,32,144.00 ","1,277"," $16,74,890.00 ",12,12," $91,524.00 ",21," $76,416.00 ", -   , -   , $-   ,0, $-   
450600,COLORADO MOUNTAIN COLLEGE,CO,816013307,PUBLIC,159,173," $4,66,053.00 ",615," $11,36,119.00 ",181,194," $7,02,036.00 ",723," $16,68,415.00 ",18,19," $1,09,839.00 ",116," $5,39,512.00 ", -   , -   , $-   ,0, $-   
450700,EVEREST COLLEGE,CO,802294339,PROPRIETARY,665,670," $22,01,334.00 ","1,525"," $22,34,684.00 ",664,997," $31,55,825.00 ","2,269"," $31,40,838.00 ",27,27," $1,75,119.00 ",55," $1,66,263.00 ", -   , -   , $-   ,0, $-   
450800,UNIVERSITY OF COLORADO DENVER,CO,802042029,PUBLIC, -   , -   , $-   ,2," $6,000.00 ", -   , -   , $-   ,1," $1,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
450900,UNIVERSITY OF COLORADO AT COLORADO SPRINGS,CO,809183735,PUBLIC,"1,163","1,250"," $35,02,147.00 ","3,230"," $77,75,069.00 ","1,016","1,137"," $33,57,168.00 ","3,102"," $79,43,635.00 ",60,62," $4,16,167.00 ",304," $17,88,274.00 ",8,9," $26,545.00 ",13," $47,268.00 "
729700,REDSTONE COLLEGE,CO,800209988,PROPRIETARY,239,243," $7,63,057.00 ",480," $7,72,581.00 ",236,256," $9,15,474.00 ",495," $9,46,864.00 ",31,32," $2,08,765.00 ",66," $2,63,021.00 ", -   , -   , $-   ,0, $-   
754700,LINCOLN COLLEGE OF TECHNOLOGY,CO,802393006,PROPRIETARY,186,190," $7,19,681.00 ",330," $6,33,122.00 ",191,227," $6,43,553.00 ",386," $5,72,751.00 ",52,56," $3,40,560.00 ",82," $2,19,232.00 ", -   , -   , $-   ,0, $-   
754800,WESTWOOD COLLEGE - DENVER NORTH,CO,802213653,PROPRIETARY,"1,700","1,774"," $70,76,612.00 ","4,362"," $68,27,926.00 ","1,679","1,812"," $88,44,911.00 ","4,405"," $85,58,522.00 ",209,215," $17,28,305.00 ",593," $18,63,217.00 ", -   , -   , $-   ,0, $-   
764900,ROCKY MOUNTAIN COLLEGE OF ART & DESIGN,CO,802141433,PROPRIETARY,87,93," $1,12,875.00 ",285," $5,15,864.00 ",49,51," $83,412.00 ",258," $4,33,663.00 ",16,17," $87,583.00 ",95," $6,11,314.00 ", -   , -   , $-   ,0, $-   
887100,CONCORDE CAREER COLLEGE,CO,800104314,PROPRIETARY,261,268," $8,98,330.00 ",422," $7,92,321.00 ",278,287," $13,29,699.00 ",446," $11,72,659.00 ",25,25," $2,00,103.00 ",44," $2,03,824.00 ", -   , -   , $-   ,0, $-   
940100,COLORADO CHRISTIAN UNIVERSITY,CO,802267449,PRIVATE,312,316," $10,47,719.00 ","1,203"," $23,58,996.00 ",343,352," $13,31,127.00 ","1,344"," $31,93,587.00 ",33,33," $1,99,734.00 ",155," $10,46,537.00 ", -   , -   , $-   ,0, $-   
1014800,COLORADO TECHNICAL UNIVERSITY,CO,809073896,PROPRIETARY,"12,678","13,068"," $4,52,30,885.00 ","28,696"," $3,90,41,716.00 ","12,539","12,867"," $7,06,63,937.00 ","28,432"," $6,05,19,296.00 ",51,52," $2,91,672.00 ",124," $2,54,627.00 ",12,12," $1,25,258.00 ",20," $78,409.00 "
1157200,COLORADO SCHOOL OF TRADES,CO,802152996,PROPRIETARY,38,38," $1,43,754.00 ",82," $1,59,284.00 ",41,41," $2,11,020.00 ",86," $2,22,372.00 ",6,6," $59,850.00 ",11," $70,282.00 ", -   , -   , $-   ,0, $-   
1267000,BEL - REA INSTITUTE OF ANIMAL TECHNOLOGY,CO,802473048,PROPRIETARY,200,201," $7,68,252.00 ",561," $7,50,429.00 ",219,221," $11,29,754.00 ",627," $11,31,785.00 ",22,24," $1,76,647.00 ",77," $2,08,287.00 ", -   , -   , $-   ,0, $-   
1300700,NAZARENE BIBLE COLLEGE,CO,809103717,PRIVATE,69,81," $1,67,669.00 ",459," $6,06,893.00 ",42,44," $1,17,273.00 ",352," $4,87,010.00 ", -   , -   , $-   ,2," $4,985.00 ", -   , -   , $-   ,0, $-   
2078900,ART INSTITUTE OF COLORADO (THE),CO,802032172,PROPRIETARY,273,280," $8,92,000.00 ","1,754"," $23,87,922.00 ",290,301," $12,27,414.00 ","1,914"," $33,63,761.00 ",23,23," $2,58,387.00 ",257," $12,75,030.00 ", -   , -   , $-   ,0, $-   
2117500,NAROPA UNIVERSITY,CO,803026697,PRIVATE,93,94," $3,34,606.00 ",637," $21,00,295.00 ",92,97," $4,19,278.00 ",624," $27,52,163.00 ",17,18," $1,10,516.00 ",52," $3,53,906.00 ",26,30," $1,11,415.00 ",110," $3,86,889.00 "
2133100,"COLORADO CENTER FOR MEDICAL LABORATORY SCIENCE, THE",CO,802181281,PRIVATE, -   , -   , $-   ,0, $-   ,1,1," $2,000.00 ",2," $2,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2156200,DELTA - MONTROSE TECHNICAL COLLEGE,CO,814168705,PUBLIC,19,20," $40,166.00 ",55," $93,364.00 ",12,12," $32,675.00 ",43," $1,09,500.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
2165200,SALON PROFESSIONAL ACADEMY (THE),CO,815045309,PROPRIETARY,19,19," $60,225.00 ",41," $69,927.00 ",14,14," $51,845.00 ",35," $68,870.00 ",2,2," $12,140.00 ",6," $10,368.00 ", -   , -   , $-   ,0, $-   
2167600,KAPLAN COLLEGE,CO,802295309,PROPRIETARY,16,16," $39,651.00 ",93," $1,05,372.00 ",17,17," $61,045.00 ",107," $1,57,378.00 ", -   , -   , $-   ,2, $944.00 , -   , -   , $-   ,0, $-   
2188700,PRINCE INSTITUTE - ROCKY MOUNTAINS,CO,800312901,PROPRIETARY,46,46," $1,31,359.00 ",122," $1,40,176.00 ",53,55," $1,90,630.00 ",132," $1,79,745.00 ",3,3," $13,033.00 ",5," $6,577.00 ", -   , -   , $-   ,0, $-   
2321700,ITT TECHNICAL INSTITUTE,CO,802295338,PROPRIETARY,779,789," $27,86,932.00 ","1,900"," $24,72,091.00 ",738,743," $37,97,027.00 ","1,864"," $35,43,518.00 ",64,64," $5,31,645.00 ",122," $4,13,657.00 ", -   , -   , $-   ,0, $-   
2518500,HAIR DYNAMICS EDUCATION CENTER,CO,805254042,PROPRIETARY,51,51," $1,46,824.00 ",98," $1,63,796.00 ",57,57," $2,26,757.00 ",106," $2,31,857.00 ",4,4," $32,703.00 ",9," $27,241.00 ", -   , -   , $-   ,0, $-   
2594300,COLLEGEAMERICA DENVER,CO,802223380,PROPRIETARY,373,381," $14,44,074.00 ",924," $17,77,251.00 ",354,360," $16,89,980.00 ",903," $22,75,063.00 ",8,8," $67,282.00 ",15," $59,276.00 ", -   , -   , $-   ,0, $-   
3006300,INSTITUTE OF BUSINESS & MEDICAL CAREERS,CO,805253044,PROPRIETARY,13,15," $24,790.00 ",75," $94,798.00 ",12,19," $20,145.00 ",86," $82,000.00 ", -   , -   , $-   ,2," $3,275.00 ", -   , -   , $-   ,0, $-   
3012100,REMINGTON COLLEGE - COLORADO SPRINGS CAMPUS,CO,809183430,PRIVATE,77,77," $2,63,845.00 ",149," $2,44,283.00 ",78,146," $3,86,833.00 ",275," $3,42,835.00 ",5,5," $41,935.00 ",11," $42,867.00 ", -   , -   , $-   ,0, $-   
3013100,BOULDER COLLEGE OF MASSAGE THERAPY,CO,803013295,PRIVATE,35,35," $1,13,056.00 ",95," $1,24,236.00 ",36,37," $1,78,960.00 ",98," $1,78,910.00 ",2,2," $28,195.00 ",12," $54,168.00 ", -   , -   , $-   ,0, $-   
3014900,PLATT COLLEGE,CO,800143141,PROPRIETARY,35,35," $1,51,070.00 ",121," $1,96,324.00 ",38,39," $2,14,531.00 ",126," $2,52,117.00 ", -   , -   , $-   ,1," $5,233.00 ", -   , -   , $-   ,0, $-   
3027400,XENON INTERNATIONAL ACADEMY III,CO,800141193,PROPRIETARY,29,29," $84,658.00 ",56," $88,000.00 ",29,29," $1,41,149.00 ",58," $1,42,932.00 ",1,1," $3,000.00 ",2," $2,790.00 ", -   , -   , $-   ,0, $-   
3545300,UNIVERSITY OF THE ROCKIES,CO,809033612,PROPRIETARY,547,549," $41,42,885.00 ",938," $33,31,959.00 ",535,542," $46,13,864.00 ","1,076"," $38,79,976.00 ", -   , -   , $-   ,0, $-   ,57,61," $5,85,519.00 ",135," $5,90,159.00 "
3686300,COLORADO SCHOOL OF TRADITIONAL CHINESE MEDICINE,CO,802062127,PROPRIETARY,36,38," $2,33,074.00 ",57," $2,66,236.00 ",35,35," $3,23,986.00 ",75," $3,59,995.00 ", -   , -   , $-   ,0, $-   ,6,6," $21,846.00 ",14," $43,182.00 "
3976300,MASSAGE THERAPY INSTITUTE OF COLORADO,CO,802062127,PROPRIETARY,9,9," $15,750.00 ",9," $15,750.00 ",7,7," $19,000.00 ",7," $19,000.00 ",1,1," $24,590.00 ",1," $12,295.00 ", -   , -   , $-   ,0, $-   
4125100,MONTESSORI CASA INTERNATIONAL,CO,801115263,PRIVATE,2,2," $5,600.00 ",2," $2,800.00 ",2,2," $9,600.00 ",2," $4,800.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
137400,ALBERTUS MAGNUS COLLEGE,CT,65111189,PRIVATE,211,212," $9,13,300.00 ","1,034"," $19,74,625.00 ",213,217," $13,99,394.00 ","1,132"," $26,10,740.00 ",8,8," $57,465.00 ",51," $2,75,802.00 ",1,1," $3,000.00 ",3," $8,915.00 "
137800,CENTRAL CONNECTICUT STATE UNIVERSITY,CT,60502490,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   ,36,38," $1,69,349.00 ",140," $7,03,982.00 ",7,7," $36,080.00 ",9," $41,934.00 "
137900,CONNECTICUT COLLEGE,CT,63204196,PRIVATE,2,2," $10,992.00 ",164," $3,89,205.00 ",2,2," $6,000.00 ",155," $2,35,854.00 ",8,8," $90,658.00 ",50," $4,97,755.00 ", -   , -   , $-   ,0, $-   
138000,WESTERN CONNECTICUT STATE UNIVERSITY,CT,68106826,PUBLIC,320,324," $10,54,019.00 ","2,586"," $53,16,325.00 ",361,378," $12,45,183.00 ","2,982"," $59,28,310.00 ",67,67," $4,23,759.00 ",363," $17,52,738.00 ",1,1," $5,250.00 ",4," $11,800.00 "
138500,FAIRFIELD UNIVERSITY,CT,68245171,PRIVATE,104,108," $5,43,675.00 ","1,765"," $45,98,178.00 ",117,124," $6,09,348.00 ","1,919"," $42,54,928.00 ",45,46," $5,65,382.00 ",325," $36,49,132.00 ",5,5," $1,39,539.00 ",26," $3,01,456.00 "
138900,HOLY APOSTLES COLLEGE & SEMINARY,CT,64162005,PRIVATE,4,4," $10,719.00 ",25," $57,761.00 ",3,3," $8,297.00 ",27," $67,388.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
139200,MANCHESTER COMMUNITY COLLEGE,CT,60451046,PUBLIC,18,18," $26,208.00 ",48," $47,679.00 ",49,49," $89,932.00 ",138," $1,88,515.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
139300,MITCHELL COLLEGE,CT,63204498,PRIVATE,38,39," $1,11,869.00 ",491," $10,37,299.00 ",41,45," $1,28,349.00 ",503," $9,11,150.00 ",18,18," $1,42,789.00 ",119," $9,03,795.00 ", -   , -   , $-   ,0, $-   
139700,UNIVERSITY OF NEW HAVEN,CT,65161999,PRIVATE,438,444," $23,30,055.00 ","3,061"," $74,18,396.00 ",498,518," $26,72,312.00 ","3,634"," $79,22,047.00 ",90,92," $8,28,197.00 ",634," $47,84,274.00 ",19,20," $1,64,741.00 ",70," $2,88,596.00 "
139800,NORTHWESTERN CONNECTICUT COMMUNITY COLLEGE,CT,60981747,PUBLIC,1,1," $2,250.00 ",1," $1,125.00 ",9,9," $14,075.00 ",22," $19,103.00 ",1,1," $5,000.00 ",5," $15,000.00 ", -   , -   , $-   ,0, $-   
139900,NORWALK COMMUNITY COLLEGE,CT,68541655,PUBLIC,7,7," $14,000.00 ",24," $33,250.00 ",21,21," $42,201.00 ",57," $69,458.00 ",1,1," $5,000.00 ",2," $5,000.00 ", -   , -   , $-   ,0, $-   
